Facility Name,Facility Name Normalized,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment
St Augustine Health Campus,ST AUGUSTINE HEALTH CAMPUS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stratford Care and Rehab,STRATFORD CARE AND REHABILITATION,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suburban Healthcare CANDLEWOOD,SUBURBAN HEALTHCARE CANDLEWOOD,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise at Parma,SUNRISE AT PARMA,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise Point at Maple Heights,SUNRISE POINT AT MAPLE HEIGHTS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE GREENS,THE GREENS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Heights Rehab and Healthcare,THE HEIGHTS REHABILITATION AND HEALTHCARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE LAURELS AT CHAGRIN FALLS,THE LAURELS AT CHAGRIN FALLS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE PAVILION AT NORTH ROYALTON,THE PAVILION AT NORTH ROYALTON,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Willows,THE WILLOWS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Woods at Solon Pointe,THE WOODS AT SOLON POINTE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Manor,UNIVERSITY MANOR,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa St Joseph,VILLA ST JOSEPH,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALTON MANOR,WALTON MANOR,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELSH HOME,WELSH HOME,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westbrook Place,WESTBROOK PLACE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTLAKE REHAB,WESTLAKE REHABILITATION,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westpark Neurology and Rehab Center,WESTPARK NEUROLOGY AND REHABILITATION CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLOW PARK,WILLOW PARK,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brethren Retirement Community,BRETHREN RETIREMENT COMMUNITY,20201104,OH,DARKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenville HealthCare and Rehab,GREENVILLE HEALTHCARE AND REHABILITATION,20201104,OH,DARKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest Haven,REST HAVEN,20201104,OH,DARKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Versailles Rehabilitation and HealthCare Center,VERSAILLES REHABILITATION AND HEALTHCARE CENTER,20201104,OH,DARKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village Green,VILLAGE GREEN,20201104,OH,DARKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookview Healthcare Center,BROOKVIEW HEALTHCARE CENTER,20201104,OH,DEFIANCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hickory Creek at Hicksville,HICKORY CREEK AT HICKSVILLE,20201104,OH,DEFIANCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Defiance,LAURELS OF DEFIANCE,20201104,OH,DEFIANCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKLD Defiance,SKLD DEFIANCE,20201104,OH,DEFIANCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Delaware,ARBORS AT DELAWARE,20201104,OH,DELAWARE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capri Gardens,CAPRI GARDENS,20201104,OH,DELAWARE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware Court Health Care Center,DELAWARE COURT HEALTH CARE CENTER,20201104,OH,DELAWARE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willowbrook at Delaware Run,WILLOWBROOK AT DELAWARE RUN,20201104,OH,DELAWARE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Admiral's Pointe,ADMIRAL'S POINTE,20201104,OH,ERIE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord Care,CONCORD CARE,20201104,OH,ERIE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston of Vermilion,KINGSTON OF VERMILION,20201104,OH,ERIE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkvue,PARKVUE,20201104,OH,ERIE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence Care Center,PROVIDENCE CARE CENTER,20201104,OH,ERIE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Meadows at Osborne,THE MEADOWS AT OSBORNE,20201104,OH,ERIE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare Lanfair,ALTERCARE LANFAIR,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Carroll,ARBORS AT CARROLL,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckeye Care and Rehabilitation,BUCKEYE CARE AND REHABILITATION,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Lane Gardens Rehabilitation and Nursing,COUNTRY LANE GARDENS REHABILITATION AND NURSING,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crestview Rehabilitation and Skilled Nursing,CRESTVIEW REHABILITATION AND SKILLED NURSING,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echo Manor Nursing and Rehabilitation-Pickerington,ECHO MANOR NURSING AND REHABILITATION-PICKERINGTON,20201104,OH,FAIRFIELD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Court House Manor,COURT HOUSE MANOR,20201104,OH,FAYETTE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Seasons of Washington,FOUR SEASONS OF WASHINGTON,20201104,OH,FAYETTE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signature Healthcare of Fayette County,SIGNATURE HEALTHCARE OF FAYETTE COUNTY,20201104,OH,FAYETTE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Catherine's Manor of Washington Court House,ST CATHERINE'S MANOR OF WASHINGTON COURT HOUSE,20201104,OH,FAYETTE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare in Canal Winchester,ALTERCARE IN CANAL WINCHESTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington Court,ARLINGTON COURT,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bella Terrace Rehabilitation and Nursing Center,BELLA TERRACE REHABILITATION AND NURSING CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Senior Living Westerville,BROOKDALE SENIOR LIVING WESTERVILLE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Trillium Crossing,BROOKDALE TRILLIUM CROSSING,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckeye Terrace Rehabilitations and Nursing Center,BUCKEYE TERRACE REHABILITATIONS AND NURSING CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canal Winchester Rehabilitation Center,CANAL WINCHESTER REHABILITATION CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital City Gardens Rehab and Nursing Center,CAPITAL CITY GARDENS REHABILITATION AND NURSING CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Retirement Village,CLAREMONT RETIREMENT VILLAGE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus Alzheimer's Care Center,COLUMBUS ALZHEIMER'S CARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus Colony For Elderly Care,COLUMBUS COLONY FOR ELDERLY CARE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus Healthcare Center,COLUMBUS HEALTHCARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuing Healthcare of Gahanna,CONTINUING HEALTHCARE OF GAHANNA,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Pointe Care Center,CROWN POINTE CARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danbury Senior Living,DANBURY SENIOR LIVING,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darby Glen Nursing and Rehab,DARBY GLEN NURSING AND REHABILITATION,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastland Healthcare and Rehabilitation,EASTLAND HEALTHCARE AND REHABILITATION,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Community Village,FIRST COMMUNITY VILLAGE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Hills Center Skilled Nursing and Rehab,FOREST HILLS CENTER SKILLED NURSING AND REHABILITATION,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friendship Village of Columbus,FRIENDSHIP VILLAGE OF COLUMBUS,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friendship Village of Dublin,FRIENDSHIP VILLAGE OF DUBLIN,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Dublin,HEARTLAND OF DUBLIN,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Westerville,HEARTLAND OF WESTERVILLE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highbanks Care Center,HIGHBANKS CARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAG Healthcare - Columbus,JAG HEALTHCARE - COLUMBUS,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Gahanna,LAURELS OF GAHANNA,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Hilliard,LAURELS OF HILLIARD,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Norworth,LAURELS OF NORWORTH,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Walden Park,LAURELS OF WALDEN PARK,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Worthington,LAURELS OF WORTHINGTON,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majestic Care of Columbus,MAJESTIC CARE OF COLUMBUS,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majestic Care of Whitehall,MAJESTIC CARE OF WHITEHALL,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfair Village Nursing Care Center,MAYFAIR VILLAGE NURSING CARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McNaughten Pointe Nursing and Rehabilitation,MCNAUGHTEN POINTE NURSING AND REHABILITATION,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow Grove,MEADOW GROVE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill Run Gardens and Care,MILL RUN GARDENS AND CARE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohun Healthcare Center,MOHUN HEALTHCARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey Rehabilitation Center,MONTEREY REHABILITATION CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother Angeline McCrory Manor,MOTHER ANGELINE MCCRORY MANOR,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Albany Rehab and Assisted Living,NEW ALBANY REHABILITATION AND ASSISTED LIVING,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Living Westminster -Thurber,OHIO LIVING WESTMINSTER -THURBER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otterbein Gahanna,OTTERBEIN GAHANNA,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otterbein New Albany SeniorLife Neighborhood,OTTERBEIN NEW ALBANY SENIORLIFE NEIGHBORHOOD,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctuary of Tuttle Crossing,SANCTUARY OF TUTTLE CROSSING,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scioto Community,SCIOTO COMMUNITY,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summit's Trace Healthcare Center,SUMMIT'S TRACE HEALTHCARE CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Convalarium at Dublin,THE CONVALARIUM AT DUBLIN,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Forum at Knightsbridge,THE FORUM AT KNIGHTSBRIDGE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Grand of Dublin,THE GRAND OF DUBLIN,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Grove at Oakleaf Village of Columbus,THE GROVE AT OAKLEAF VILLAGE OF COLUMBUS,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Glen Retirement Community,WESLEY GLEN RETIREMENT COMMUNITY,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Woods at New Albany,WESLEY WOODS AT NEW ALBANY,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Park Rehabilitation Center,WEST PARK REHABILITATION CENTER,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wexner Heritage House,WEXNER HERITAGE HOUSE,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whetstone Rehab Center and Skilled Nursing,WHETSTONE REHABILITATION CENTER AND SKILLED NURSING,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willow Brook Christian Home,WILLOW BROOK CHRISTIAN HOME,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchester Care and Rehabilitation,WINCHESTER CARE AND REHABILITATION,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodview Care and Rehabilitation,WOODVIEW CARE AND REHABILITATION,20201104,OH,FRANKLIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairlawn Haven,FAIRLAWN HAVEN,20201104,OH,FULTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton Manor,FULTON MANOR,20201104,OH,FULTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Meadows,INDIAN MEADOWS,20201104,OH,FULTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swanton Health Care and Retirement,SWANTON HEALTH CARE AND RETIREMENT,20201104,OH,FULTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swanton Valley Rehab and Healthcare Center,SWANTON VALLEY REHABILITATION AND HEALTHCARE CENTER,20201104,OH,FULTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbyshire,ABBYSHIRE,20201104,OH,GALLIA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors of Gallipolis,ARBORS OF GALLIPOLIS,20201104,OH,GALLIA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallipolis Developmental Center,GALLIPOLIS DEVELOPMENTAL CENTER,20201104,OH,GALLIA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holzer Senior Care,HOLZER SENIOR CARE,20201104,OH,GALLIA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chardon Healthcare,CHARDON HEALTHCARE,20201104,OH,GEAUGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heather Hill Care Communities,HEATHER HILL CARE COMMUNITIES,20201104,OH,GEAUGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapleview Country Villa,MAPLEVIEW COUNTRY VILLA,20201104,OH,GEAUGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beavercreek Health and Rehab,BEAVERCREEK HEALTH AND REHABILITATION,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellbrook Health and Rehab,BELLBROOK HEALTH AND REHABILITATION,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friends care center,FRIENDS CARE CENTER,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENEWOOD MANOR,GREENEWOOD MANOR,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmony,HARMONY,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEARTLAND OF BEAVERCREEK,HEARTLAND OF BEAVERCREEK,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospitality Center,HOSPITALITY CENTER,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamestown Place Health and Rehab,JAMESTOWN PLACE HEALTH AND REHABILITATION,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preserves at Beavercreek,PRESERVES AT BEAVERCREEK,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity of Beavercreek,TRINITY OF BEAVERCREEK,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRINITY OF FAIRBORN,TRINITY OF FAIRBORN,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village at the Greene,VILLAGE AT THE GREENE,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wright Rehab and Nursing,WRIGHT REHABILITATION AND NURSING,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenia Health and Rehab,XENIA HEALTH AND REHABILITATION,20201104,OH,GREENE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge Care and Rehab,CAMBRIDGE CARE AND REHABILITATION,20201104,OH,GUERNSEY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthology of Anderson Township,ANTHOLOGY OF ANDERSON TOWNSHIP,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arden Court of Anderson,ARDEN COURT OF ANDERSON,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astoria Place of Cincinnati,ASTORIA PLACE OF CINCINNATI,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayley Place,BAYLEY PLACE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgetown Nursing Home,BRIDGETOWN NURSING HOME,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Springdale,BROOKDALE SPRINGDALE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookwood,BROOKWOOD,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington House,BURLINGTON HOUSE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Care Core Meadows,CARE CORE MEADOWS,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Care Core Montgomery,CARE CORE MONTGOMERY,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
